strategy_id,family,concept,entry_profile_id,exit_profile_id,market_profile_id,rs_profile_id,trend_profile_id,target_avg_holding_days,minimum_holding_days_before_soft_exit,max_holding_days,stop_loss_pct,take_profit_pct,atr_stop_mult
lhv1_605a484d31_fam_01_v0010,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_bc1a350091_fam_01_v0011,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_f694ac55b0_fam_01_v0012,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_448d9fba50_fam_01_v0013,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_cdb0eaf48f_fam_01_v0014,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_a693aba0d2_fam_01_v0015,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_fb6d98eb1d_fam_01_v0016,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_fe41fe01f0_fam_01_v0017,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_4fbfb24ace_fam_01_v0018,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_8ac9397d02_fam_01_v0019,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_e9724134c0_fam_01_v0020,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_63fae29dda_fam_01_v0021,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_bf28055552_fam_01_v0022,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_7c1996c6c3_fam_01_v0023,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_eeeecaabcf_fam_01_v0024,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_ff36aefe11_fam_01_v0025,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_9b06e74283_fam_01_v0026,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_2cae93f2cc_fam_01_v0027,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_d51ead71d3_fam_01_v0028,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_new_high_126d,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_774dc358fa_fam_01_v0029,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_new_high_126d,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_a87df8980f_fam_01_v0030,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_new_high_126d,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_77f55d3e6d_fam_01_v0031,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_new_high_126d,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_15c3bbd6c3_fam_01_v0032,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_561bc368ff_fam_01_v0033,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_0928d02b2c_fam_01_v0034,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_134c4f3998_fam_01_v0035,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_6ab9951303_fam_01_v0036,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_92ef549581_fam_01_v0037,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_9d56eb1fd4_fam_01_v0038,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_8c884708af_fam_01_v0039,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_2f79488fb6_fam_01_v0040,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_2397886544_fam_01_v0041,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_2365c7c00a_fam_01_v0042,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_8b7d85f331_fam_01_v0043,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_new_high_126d,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_8433807674_fam_01_v0044,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema20_ema50,42,10,63,7.0,22.0,3.0
lhv1_5bd1746e66_fam_01_v0045,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema50_sma200,42,10,63,7.0,22.0,3.0
lhv1_74e9ff60d0_fam_01_v0046,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_stage2_sma150,42,10,63,7.0,22.0,3.0
lhv1_e7b27c9608_fam_01_v0047,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,ema50_trail_63d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_quality_compounder,42,10,63,7.0,22.0,3.0
lhv1_93521b888e_fam_01_v0048,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_c4675811d7_fam_01_v0049,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_10b983fc97_fam_01_v0050,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_bd07e9b6a6_fam_01_v0051,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_27dc4a2536_fam_01_v0052,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_bd67660296_fam_01_v0053,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_4263035a33_fam_01_v0054,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_3bb660e578_fam_01_v0055,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_7065cc5834_fam_01_v0056,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_eaab0b2889_fam_01_v0057,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_35b0aa2bd1_fam_01_v0058,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_464e92e889_fam_01_v0059,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_47fc31f0bb_fam_01_v0060,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_ad010226c3_fam_01_v0061,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_d5e0e6f45c_fam_01_v0062,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_dfeed0465e_fam_01_v0063,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_e537ddc75b_fam_01_v0064,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_2bec942abc_fam_01_v0065,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_d53b0834b9_fam_01_v0066,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_a8137a1b29_fam_01_v0067,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_0f781b62ca_fam_01_v0068,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_86767e20db_fam_01_v0069,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_f903f4bdd6_fam_01_v0070,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_57b72aefcd_fam_01_v0071,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_995ef9b01b_fam_01_v0072,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_3449fd1874_fam_01_v0073,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_44d7f1e09c_fam_01_v0074,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_9ba4e7bec7_fam_01_v0075,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_e9a504a4bb_fam_01_v0076,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_7261bfaab5_fam_01_v0077,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_565d1bfcf4_fam_01_v0078,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_af8bdff965_fam_01_v0079,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_5115c1eebd_fam_01_v0080,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_cb76dea6ff_fam_01_v0081,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_2e692a871a_fam_01_v0082,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_a75001dd61_fam_01_v0083,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_c874389738_fam_01_v0084,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_935244c877_fam_01_v0085,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_2d619a869f_fam_01_v0086,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_4ee0349131_fam_01_v0087,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_ratio_above_ma63,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_b80685cc15_fam_01_v0088,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_96f3e9d38a_fam_01_v0089,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_e06e130747_fam_01_v0090,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_671107ac53_fam_01_v0091,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_new_high_126d,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_54a21b0f92_fam_01_v0092,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema20_ema50,56,12,84,8.5,0.0,3.5
lhv1_1610f68014_fam_01_v0093,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_ema50_sma200,56,12,84,8.5,0.0,3.5
lhv1_de2722cdfe_fam_01_v0094,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_stage2_sma150,56,12,84,8.5,0.0,3.5
lhv1_44f4f0d30f_fam_01_v0095,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,chandelier_84d,market_breadth_proxy_light,rs_positive_3m_acceleration,trend_quality_compounder,56,12,84,8.5,0.0,3.5
lhv1_61d4e93555_fam_01_v0096,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_b3e894bc30_fam_01_v0097,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_c59a049a68_fam_01_v0098,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_db1b2d0f2d_fam_01_v0099,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_ratio_above_ma63,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_1620dbd870_fam_01_v0100,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_7cf73379b7_fam_01_v0101,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_f7ca659df2_fam_01_v0102,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_8887a7278e_fam_01_v0103,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_new_high_126d,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_52200577a0_fam_01_v0104,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_6826b5f33f_fam_01_v0105,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_b3703e1e47_fam_01_v0106,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_b5cc141511_fam_01_v0107,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_stage2_bull_confirmed,rs_positive_3m_acceleration,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_7b21de70e2_fam_01_v0108,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_9652019191_fam_01_v0109,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_784c770670_fam_01_v0110,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_7ccc459a3a_fam_01_v0111,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_ratio_above_ma63,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_13cbbe023a_fam_01_v0112,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_d87d64f296_fam_01_v0113,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_c7e2008b81_fam_01_v0114,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_f7aedd2be6_fam_01_v0115,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_new_high_126d,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_8a174dcbfa_fam_01_v0116,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_0fe520db61_fam_01_v0117,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_ce675e0675_fam_01_v0118,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_edaf96804c_fam_01_v0119,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_above_sma50_not_crashing,rs_positive_3m_acceleration,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_73c52b3204_fam_01_v0120,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_24468d1eeb_fam_01_v0121,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_a2e70c3c45_fam_01_v0122,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_c7d70acbb1_fam_01_v0123,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_ratio_above_ma63,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_e779e88118_fam_01_v0124,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_new_high_126d,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
lhv1_dfb502a685_fam_01_v0125,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_new_high_126d,trend_ema50_sma200,75,15,126,10.0,0.0,4.0
lhv1_5e4cc15b52_fam_01_v0126,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_new_high_126d,trend_stage2_sma150,75,15,126,10.0,0.0,4.0
lhv1_cde902f85f_fam_01_v0127,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_new_high_126d,trend_quality_compounder,75,15,126,10.0,0.0,4.0
lhv1_8e3f070153_fam_01_v0128,long_trend_pullback,sma50_first_touch_rebound,conservative_reclaim,stage_exit_126d,spy_pullback_reclaim,rs_positive_3m_acceleration,trend_ema20_ema50,75,15,126,10.0,0.0,4.0
