strategy_id,family,variant_label,v2_economic_signature,exact_collision_with_v1,nearest_v1_family,semantic_overlap,novelty_basis,manual_review_status
V2STRAT0085,momentum_consistency,POS_FRAC_5,c22f24b3169fb67fde8dd0065776f195657d7ca762d60f77ce12a205f4e18c65,false,none,new_path_consistency,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0086,momentum_consistency,POS_FRAC_10,e7902617ac2d929604572c38196c7ef72ea0fb2b204d1febf7d100a374b88dbb,false,none,new_path_consistency,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0087,momentum_consistency,POS_FRAC_20,7b0c13da7a3e916564caf9cd1edf1581fb68dafb2f86c973e00d496b46994269,false,none,new_path_consistency,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0088,momentum_consistency,POS_FRAC_40,e25be43041c03c25c20302d00850bc6056bdc0c4b1600f68b8bf109ff0b2d5a4,false,none,new_path_consistency,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0089,momentum_consistency,POS_FRAC_63,74e49c10f354e6966a6028e7493db1a05ace900b413bc17f72eb0e42b6f2f2ae,false,none,new_path_consistency,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0090,momentum_consistency,POS_FRAC_126,9b99ba2f76ae134e6e82b229ba068d1231b2f4a983edf32b36314a7b2484c4f7,false,none,new_path_consistency,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0091,signed_volume_pressure,SIGNED_VOL_1,daac396b1a049ae86ccfd8d7c94b15e59dc2b99ded30f104a754d1ced9af6b5d,false,volume_conditioned_reversal,near_neighbor_to_V1_volume_reversal_but_abnormal_signed_pressure_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0092,signed_volume_pressure,SIGNED_VOL_3,9c47b588edfdb0e16be7373a689187c75f3b80a4b86f891d148feebe3ae5a497,false,volume_conditioned_reversal,near_neighbor_to_V1_volume_reversal_but_abnormal_signed_pressure_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0093,signed_volume_pressure,SIGNED_VOL_5,aeb99fab11c9f904872fbff2f1f773afe61eb88247af9a844e41829d7772b6ee,false,volume_conditioned_reversal,near_neighbor_to_V1_volume_reversal_but_abnormal_signed_pressure_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0094,signed_volume_pressure,SIGNED_VOL_10,ba05994a84bc0c38dab601ba8a51fd2e7398b0f3673833086a31ec6b29790692,false,volume_conditioned_reversal,near_neighbor_to_V1_volume_reversal_but_abnormal_signed_pressure_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0095,signed_volume_pressure,SIGNED_VOL_20,a0ab606fbd17052c3a388ffb1b37c2fadf19de07c724b47dec3306d85ec9d1aa,false,volume_conditioned_reversal,near_neighbor_to_V1_volume_reversal_but_abnormal_signed_pressure_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0096,signed_volume_pressure,SIGNED_VOL_63,08056a60560603e6a7aacb72e5e1141b3481d7c516973d62af5044cff16fb72e,false,volume_conditioned_reversal,near_neighbor_to_V1_volume_reversal_but_abnormal_signed_pressure_is_new,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0097,amihud_price_impact,SIGNED_IMPACT_1,6d38c7b9b098e04a8ed5ec7f732f977af037228bca0ddce1ea459d44a29c69a7,false,none,new_liquidity_weighted_direction,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0098,amihud_price_impact,SIGNED_IMPACT_3,583535736a8ce1054e61fa0c3dec28d248d424d841500f60a03474f562c16f65,false,none,new_liquidity_weighted_direction,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0099,amihud_price_impact,SIGNED_IMPACT_5,0feb8ab86be0538c1fd89bf7891a347e9e8f719da0257bb95d9ed0f027c5980d,false,none,new_liquidity_weighted_direction,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0100,amihud_price_impact,SIGNED_IMPACT_10,74d8ee1c66eb242caa6fe804920e56f4bd9435ea700d5a7db2647867df53cc00,false,none,new_liquidity_weighted_direction,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0101,amihud_price_impact,SIGNED_IMPACT_20,ad2465edad221a6c26791c5852bd62fdf6acb8b82c731e13c51d01c7a06610fd,false,none,new_liquidity_weighted_direction,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0102,amihud_price_impact,SIGNED_IMPACT_63,20bc131d37550ea83976bf6d6b586b59b4e36caef43a743643f7aac05a5286b9,false,none,new_liquidity_weighted_direction,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0103,sector_etf_breadth,SECTOR_POSRET_20,9028857eceadbc42972559d3b5bf3f950aee1793d466af55dd733392efd17cfd,false,breadth_trend_proxy; breadth_thrust_proxy,replaces_rejected_V1_constituent_breadth_with_fixed_ETF_panel,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0104,sector_etf_breadth,SECTOR_POSRET_63,6379ff3509c384f6f19bc9ddb9e28671df88c1b399c32afe8ab168c9bfe6cd08,false,breadth_trend_proxy; breadth_thrust_proxy,replaces_rejected_V1_constituent_breadth_with_fixed_ETF_panel,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0105,sector_etf_breadth,SECTOR_POSRET_126,8a8d033a158a8b668e35e250e70277af02a0c40915b0fa4337b556ecba8d8dd9,false,breadth_trend_proxy; breadth_thrust_proxy,replaces_rejected_V1_constituent_breadth_with_fixed_ETF_panel,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0106,sector_etf_breadth,SECTOR_ABOVE_SMA_50,696340b15de8d0972e0133af88dade5cfba806fd8a41f168e60459e23e37264d,false,breadth_trend_proxy; breadth_thrust_proxy,replaces_rejected_V1_constituent_breadth_with_fixed_ETF_panel,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0107,sector_etf_breadth,SECTOR_ABOVE_SMA_100,8c76cdbc91461649954fd6b884a4cbac22f5f9fb4113e794309bcb4f6a18b036,false,breadth_trend_proxy; breadth_thrust_proxy,replaces_rejected_V1_constituent_breadth_with_fixed_ETF_panel,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0108,sector_etf_breadth,SECTOR_ABOVE_SMA_200,23d7ddb7b5f03852a9946e7a6c22ea032d5eafb7e7d08b75fa45e2948a03f8b1,false,breadth_trend_proxy; breadth_thrust_proxy,replaces_rejected_V1_constituent_breadth_with_fixed_ETF_panel,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0109,cyclical_defensive_leadership,LEAD_XLY_XLP_20,1d095e0f098dc198be184402f14a57b2fd790988da4e930f8fcff3cc27b549a9,false,cross_asset_risk_off,new_fully_signed_cross_ETF_ratios_fixing_V1_incomplete_signs,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0110,cyclical_defensive_leadership,LEAD_XLY_XLP_63,b7a2b808b2b8b0dd3123788068278c3b382b6642cc462bbc4a05f7756cff9dc6,false,cross_asset_risk_off,new_fully_signed_cross_ETF_ratios_fixing_V1_incomplete_signs,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0111,cyclical_defensive_leadership,LEAD_XLI_XLU_20,74c8543a293edf958168760b07ba4aa73293e58366469efa6edb5712f322f4f8,false,cross_asset_risk_off,new_fully_signed_cross_ETF_ratios_fixing_V1_incomplete_signs,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0112,cyclical_defensive_leadership,LEAD_XLI_XLU_63,9da973b8242cd4955c11998f8d2f9546a3022105d2a306342f4c8529f23e98c2,false,cross_asset_risk_off,new_fully_signed_cross_ETF_ratios_fixing_V1_incomplete_signs,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0113,cyclical_defensive_leadership,LEAD_XLF_XLU_20,3bf08ed745f3d84b9c2ae6cd4bdb2cb46eb311616a2dc7d0d8673609a49d05ed,false,cross_asset_risk_off,new_fully_signed_cross_ETF_ratios_fixing_V1_incomplete_signs,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0114,cyclical_defensive_leadership,LEAD_XLF_XLU_63,68974d4c5baa6f980e0473f48af8c53e19d6aae6a3ca7c7b1fa767adbc4125e9,false,cross_asset_risk_off,new_fully_signed_cross_ETF_ratios_fixing_V1_incomplete_signs,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0115,cross_asset_etf_risk_appetite,RISK_RATIO_QQQ_SPY_63,0f6e72372c0cd0b87c9902ed658f5221337e5cf61509bc4e5a59cdfec210bb66,false,cross_asset_risk_off,new_complete_signs_and_fixed_ETF_implementation_for_rejected_V1_cross_asset_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0116,cross_asset_etf_risk_appetite,RISK_RATIO_IWM_SPY_63,e31e6d4f03a21f39dec45a51af06a00d6505635fdd48a777cb7f0436de48ba4e,false,cross_asset_risk_off,new_complete_signs_and_fixed_ETF_implementation_for_rejected_V1_cross_asset_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0117,cross_asset_etf_risk_appetite,RISK_RATIO_IWM_DIA_63,9b0ebd410ae1fb8c700dc9692a022ef2908dff2698be7d45fe68972b3608d85f,false,cross_asset_risk_off,new_complete_signs_and_fixed_ETF_implementation_for_rejected_V1_cross_asset_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0118,cross_asset_etf_risk_appetite,RISK_RATIO_DIA_SPY_63,bdce12a98f2f1890f3eb910719c1f533ff2abc343a6155529239917d2afdd0c9,false,cross_asset_risk_off,new_complete_signs_and_fixed_ETF_implementation_for_rejected_V1_cross_asset_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0119,cross_asset_etf_risk_appetite,RISK_RATIO_SPY_IEF_63,ee7b833573f740495aa949c8b77162fd7ffc59194d212323c99d7d13b4077a58,false,cross_asset_risk_off,new_complete_signs_and_fixed_ETF_implementation_for_rejected_V1_cross_asset_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0120,cross_asset_etf_risk_appetite,RISK_RATIO_SPY_TLT_63,43a22bd9ca9a18c85e7d150df02dee5d1dfc08e3ac480df7f88f2462098b081a,false,cross_asset_risk_off,new_complete_signs_and_fixed_ETF_implementation_for_rejected_V1_cross_asset_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0121,sector_dispersion_state,SECTOR_DISP_20_STATE20,5cf030f5eaeea29ac8a77218a0fd452c5d2142cf0b8fcbcfeeaee58a0c989080,false,correlation_dispersion_proxy,new_fixed_ETF_dispersion_adapter_for_rejected_V1_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0122,sector_dispersion_state,SECTOR_DISP_20_STATE63,ad23440d2403a80e8d9c895eb0ccad37222904f519d095a79349c0fffb16261d,false,correlation_dispersion_proxy,new_fixed_ETF_dispersion_adapter_for_rejected_V1_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0123,sector_dispersion_state,SECTOR_DISP_63_STATE20,22e072cce38122f097af1a0dddf71d0b88682ed6c9e5a633c068cc4c2871d108,false,correlation_dispersion_proxy,new_fixed_ETF_dispersion_adapter_for_rejected_V1_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0124,sector_dispersion_state,SECTOR_DISP_63_STATE63,a9fdaee14d184f637588f22298723c203905da426d9ea4dd962f261f09f1e437,false,correlation_dispersion_proxy,new_fixed_ETF_dispersion_adapter_for_rejected_V1_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0125,sector_dispersion_state,SECTOR_DISP_126_STATE20,39fa1631131c0a7cf4edf27da2700fd7651ec5d87cee36f387b6f7098e202cf3,false,correlation_dispersion_proxy,new_fixed_ETF_dispersion_adapter_for_rejected_V1_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0126,sector_dispersion_state,SECTOR_DISP_126_STATE63,9936a707ca01d428c3dfabf3439679169928701ec19de73159c58ef85bbc1a55,false,correlation_dispersion_proxy,new_fixed_ETF_dispersion_adapter_for_rejected_V1_family,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0127,equal_weight_concentration,RSP_SPY_5,1ee700bcfd90dc0d8d829891fb44e8fa58e81a839a2b4963a478515eeeb7e121,false,none,new_concentration_proxy,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0128,equal_weight_concentration,RSP_SPY_20,16c771e20009393a0138831a1611e8866da8737a411aa95803e18537ac56a74d,false,none,new_concentration_proxy,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0129,equal_weight_concentration,RSP_SPY_63,fcc76d65a6b6a73b0813efaf8f96d6fea61a35b2ee1b0e6c5aa30b6f2f745520,false,none,new_concentration_proxy,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0130,equal_weight_concentration,RSP_SPY_126,1c256c382b7c4f87fa1f71afc7887f47dbf8f3c9199c0ff26cbe0707036998a0,false,none,new_concentration_proxy,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0131,equal_weight_concentration,RSP_SPY_189,36868fb755ecb97cc65e6914948d0ff388c68b8972fb14dcf7cdb6bf23c05840,false,none,new_concentration_proxy,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0132,equal_weight_concentration,RSP_SPY_252,93ee40d815a102f75eb3f075aefe7b9c6eb15c04570d7f4baaa50fb359aea26f,false,none,new_concentration_proxy,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0133,cusum_change_state,CUSUM_K0_H3,e0fdde59ab954bc26e77df9d6ebccc021e7d8ba58b540c75daa13ad73ab36f2e,false,none,new_sequential_change_detector,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0134,cusum_change_state,CUSUM_K0_H5,b30cfcfaf23e2697221094831c02b63a6d543bc7f55a44fa5e4439d2f24103a4,false,none,new_sequential_change_detector,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0135,cusum_change_state,CUSUM_K0p25_H3,7be68327185a8570ea9c3c002a52e5da1c98610e7ee2cc20cca027c9f3ef4bff,false,none,new_sequential_change_detector,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0136,cusum_change_state,CUSUM_K0p25_H5,a03ff7a20b8c8e43d2275ce1c3c4fb2dedf95067e3a1b253e244711fe8730a64,false,none,new_sequential_change_detector,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0137,cusum_change_state,CUSUM_K0p5_H3,6ee084fb1169f548132c27e1ea020d203d371d9d03528430d146ecb08362a0db,false,none,new_sequential_change_detector,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0138,cusum_change_state,CUSUM_K0p5_H5,0aebaa77c798b08ce8b6365623dfdbe32a5e64660e04456a8cc64b7add5dc9aa,false,none,new_sequential_change_detector,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0139,causal_shallow_tree,TREE_D1_LEAF126,41cb9f1e62ee09d5780fda7138ff725392d677e04cc40fada0c66fe7d7e04105,false,regularized_logit,new_fully_specified_interpretable_ML_replacing_rejected_V1_logit,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0140,causal_shallow_tree,TREE_D1_LEAF252,3d243bf3ce692015b335af97080648da8c75d5137350f64b8ac939e1aa73bfbc,false,regularized_logit,new_fully_specified_interpretable_ML_replacing_rejected_V1_logit,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0141,causal_shallow_tree,TREE_D2_LEAF126,b8c61566b5e42f0440e6f15cd4c7ee00648090fe185a6e85001f06e0b14f3b72,false,regularized_logit,new_fully_specified_interpretable_ML_replacing_rejected_V1_logit,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0142,causal_shallow_tree,TREE_D2_LEAF252,98f36cf1ed80c5f989fe24de4ab8b554e4f7fe0d96b41ec8683a63e89141e5b0,false,regularized_logit,new_fully_specified_interpretable_ML_replacing_rejected_V1_logit,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0143,causal_shallow_tree,TREE_D3_LEAF126,c8d6067d287b2f4febfa73d0ab9dd3ef0bd95dc6fd70d5011d51f14e8f5f40e6,false,regularized_logit,new_fully_specified_interpretable_ML_replacing_rejected_V1_logit,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
V2STRAT0144,causal_shallow_tree,TREE_D3_LEAF252,98aa3da89f82cd0559d0bcb6208f4766e497b5b5c930c6b83cffa8a0620b330a,false,regularized_logit,new_fully_specified_interpretable_ML_replacing_rejected_V1_logit,"New formula, state transition, data panel, estimator, or fully frozen model specification; not a parameter-only copy of a V1 rule.",passed_pre_backtest_novelty_review
