signal,category,official_formula_url,official_formula_sha256,required_inputs,source_used,source_url,license_terms,minimum_history,data_acquired,current_value_calculated,current_value_count,effective_date,available_at,coverage,fidelity,tests_executed,github_run,source_evidence_run,artifact,status,remaining_blocker,strict_score_eligible
DelNetFin,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/DelNetFin.py,1830473d43cb94fcca0bf59d9c8f0403fc77a3617a96f517402fbe73e47344fa,financial_assets|financial_liabilities,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,2338,2026-06-30T00:00:00+00:00,2026-07-30T20:04:13+00:00,1.0,unvalidated_proxy,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
DivInit,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/DivInit.py,e0c4f285ef43006b43d86a25c16ef06d6ae9546ad1355bcdfad8f57dbdc02540,dividend_history,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
DivOmit,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/DivOmit.py,58c9383e66f2ba59f46921486ee3874d8a61c809a32b6228bc13db89e5a0395f,dividend_history,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
DivSeason,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/DivSeason.py,4442c8175d61e0237371bb7524a6c610332d9cd437be597390b0f518c9d5b2b9,dividend_history,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
DivYieldST,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/DivYieldST.py,d3831b7da4bfc36433dabcec9545aac8a436e0890d5523ccbf24174479fab2d0,dividend_distributions|distribution_type,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
EBM,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_EBM_BPEBM.py,2fc3537cf2b935b4ec1204dc7966c0fe475683a7a47a9df74b5837b80dddf9c6,book_equity|preferred_stock|deferred_charges|market_equity,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
EP,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/EP.py,7879a38168363a50056907b7819023be609e29a4514bfc7b9bc547a3bd590a96,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
EarnSupBig,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/EarnSupBig.py,3ea24680269cbe3aded1b060728bae655676e8448a51c6fcef5aeac0e23cf20b,earnings_surprise|ff48|industry_size_breakpoint,,,,formula-specific quarterly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
EarningsConsistency,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/EarningsConsistency.py,f47fc929d4c0c52faccad8e04fb76bc628bbbf93a87988279edc5059def00914,quarterly_eps_history,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific quarterly lookback; see pinned OpenAP source,True,True,13,2026-05-31T00:00:00+00:00,2026-07-24T20:03:07+00:00,0.005560307955517536,unvalidated_proxy,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
EarningsSurprise,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/EarningsSurprise.py,bc5ddeb08dbff2036e5443f06b895c113a8d556ed577c9a8a8d7e23b7e52c279,quarterly_eps_history,,,,formula-specific quarterly lookback; see pinned OpenAP source,True,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_coverage,insufficient_quarterly_history,False
EntMult,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/EntMult.py,3959786d1f35735633a840c626f3241384cc913f5d026435a02c85c0b44161d9,enterprise_value|operating_income_before_depreciation,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
EquityDuration,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/EquityDuration.py,3e4adc868044a3de5b420a8555f816557a8d02dfa3112a09f114bff4593a9997,cash_flow_forecast_inputs|book_equity|market_equity,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
ExchSwitch,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ExchSwitch.py,b6947fcace7abc2aa1d12f1f04bcd01a8151da7a8a4bfe15a9e56b8a294e6b5b,exchange_history,,,,formula-specific event lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
FR,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_FR_FRbook.py,8dbe39c5efa2112faea3ecdb7b605b1420e7e0bd067a7b7a01a315abd34c8d0f,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
FirmAge,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/FirmAge.py,ba3f9c88b893d5177f7fe7d022043e9cb09c44ad157e14a008812126ce7e1d1c,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
FirmAgeMom,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/FirmAgeMom.py,6c031460e7c7d50643ef77123b248b6f1141bbab0d98e5e9c30fac48a344fff6,first_listing_date|six_month_momentum,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
Frontier,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Frontier.py,d01116d3c4bb3fd782d749828e9862ce1617a157095040d0c91ef640b0e87117,five_year_firm_characteristics|industry_dummies,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:kenneth_french|sec_edgar|yahoo_public,False
GP,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/GP.py,6a05de4a5b6ddb47a320e1d95d6392e625bfca3b50091e698be9fd866a6c8576,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
GrLTNOA,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/GrLTNOA.py,d82c228fe3f391c514dfcf1ae32b3709fdedc1c0b8173459e6ea9c3bbacb3aa1,long_term_operating_assets|long_term_operating_liabilities,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,228,2026-05-31T00:00:00+00:00,2026-07-24T20:03:07+00:00,0.09751924721984602,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
GrSaleToGrInv,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/GrSaleToGrInv.py,0dd077f6ae9ab052955525ca1a53adbb06e4e4ea73c4fcbc956e8eb0574e41e6,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
GrSaleToGrOverhead,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/GrSaleToGrOverhead.py,6bdb090d093d504f36c3c9cffc0070059c061e5bbebbbc09ebcf6a45f5dac58c,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
Herf,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Herf.py,28f4a01302008b65b4471cfe6b30c80ebc38dbb568591cd2d3ac518e5890b501,revenue|sic_history,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,2253,2026-07-28T00:00:00+00:00,2026-07-30T20:04:13+00:00,0.9636441402908469,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending;quarantined_contract_rows=2:available_at_precedes_effective_period|effective_period_missing|available_at_missing,False
HerfAsset,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/HerfAsset.py,f639cc7f73c6537788fc6bc939b68d468f913c1786c717978fee8927bb25d190,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
HerfBE,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/HerfBE.py,079c5782deff6d989658254a0ea1709f593d2ffc88c31adde4f85f39e133a94e,book_equity|sic_history,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,2253,2026-07-28T00:00:00+00:00,2026-07-30T20:04:13+00:00,0.9636441402908469,unvalidated_proxy,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending;quarantined_contract_rows=2:available_at_precedes_effective_period|effective_period_missing|available_at_missing,False
High52,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/High52.py,259505288768464e56184f6dfe7d09f8bffe675bfe67e951bc9870b076e7238b,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IO_ShortInterest,13F,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/IO_ShortInterest.py,716310d258802f2a9bc5cf3f02ae012b3e59908a932c75dd5a0701833e222b26,institutional_holdings|short_interest,,,,formula-specific quarterly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IdioVol3F,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ0_RealizedVol_IdioVol3F_ReturnSkew3F.py,6705b51935883db5726d363ad8692067b3ee9c37637b3e0b54f4fcd7890e059c,daily_stock_returns|daily_fama_french_factors,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IdioVolAHT,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ2_IdioVolAHT.py,c57894a41caa3389eb83db8053445b03cfa70a75422a7ea189ad10fc2bae5994,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IndIPO,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/IndIPO.py,351163e16d519066360d6f598ecbdc9779de57fe5620564f67afbd01b1c0c37b,ipo_dates|industry_history,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
IndMom,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/IndMom.py,d730976fcf666e3e19759be809ee29d5e01444e1e9fa7de576b1181b65ec55fd,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IndRetBig,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/IndRetBig.py,6205f427710b7141b4c2378c20c3cfe6a64decce5145d9d1f5f15b419ee019ce,stock_returns|market_equity|industry_history,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
IntanBM,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_IntanBM_IntanSP_IntanCFP_IntanEP.py,7a6df0b6f5dfd40ed0f45b21bba49cd79c622facba01e620232623a6c39b4d36,five_year_accounting_history|book_to_market,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IntanCFP,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_IntanBM_IntanSP_IntanCFP_IntanEP.py,7a6df0b6f5dfd40ed0f45b21bba49cd79c622facba01e620232623a6c39b4d36,five_year_accounting_history|cash_flow_to_price,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IntanEP,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_IntanBM_IntanSP_IntanCFP_IntanEP.py,7a6df0b6f5dfd40ed0f45b21bba49cd79c622facba01e620232623a6c39b4d36,five_year_accounting_history|earnings_to_price,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
IntanSP,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_IntanBM_IntanSP_IntanCFP_IntanEP.py,7a6df0b6f5dfd40ed0f45b21bba49cd79c622facba01e620232623a6c39b4d36,five_year_accounting_history|sales_to_price,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
InvGrowth,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/InvGrowth.py,177fb08aabfafd0ff460be24eb75d5180c18db4bade422cc3fefcd7802cae4fa,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
Investment,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Investment.py,9b5b843157e7a57f67f6d8de610f165c27a69a5bf7cff8e671fef0e52a472e17,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
Leverage,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Leverage.py,c63e0c634038e25511493d98fa9ee58099613f5d022df7bc74a33619d034e70b,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
MS,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/MS.py,7f86e390c5b94cf1445194a2924e4c41794a2e96de4ae37138631ef92e7c38bf,mohanram_nine_inputs|low_bm_filter,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
MeanRankRevGrowth,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/MeanRankRevGrowth.py,f2f99d67dd7ecbd2ea1c1274d4d5f1ae5888bd3c7dcedb8d7786ecba841688e3,five_year_revenue_growth_cross_sections,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,40,2026-05-31T00:00:00+00:00,2026-07-24T20:02:34+00:00,0.01710863986313088,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
Mom6mJunk,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Mom6mJunk.py,8d7c326bb5b71ca6a82ef9a458da5c73bc791f540315382d8fdc5ddd091182c7,six_month_momentum|credit_rating,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
