source_id,title,authors,publication_year,doi,direct_url,primary_source,verification_status,verification_method,verification_source_url,verified_on,metadata_correction_note,claim_extraction_status
SRC0067,The Distribution of Realized Exchange Rate Volatility,Torben G. Andersen; Tim Bollerslev; Francis X. Diebold; Paul Labys,2001,10.1198/016214501750332965,https://doi.org/10.1198/016214501750332965,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1198/016214501750332965,2026-08-03,doi: 10.1198/016214501753168406 -> 10.1198/016214501750332965 | direct_url: https://doi.org/10.1198/016214501753168406 -> https://doi.org/10.1198/016214501750332965 | Corrected the Journal of the American Statistical Association DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0068,Modeling and Forecasting Realized Volatility,Torben G. Andersen; Tim Bollerslev; Francis X. Diebold; Paul Labys,2003,10.1111/1468-0262.00418,https://doi.org/10.1111/1468-0262.00418,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/1468-0262.00418,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0069,The Extreme Value Method for Estimating the Variance of the Rate of Return,Michael Parkinson,1980,10.1086/296071,https://doi.org/10.1086/296071,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1086/296071,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0070,On the Estimation of Security Price Volatilities from Historical Data,Mark B. Garman; Michael J. Klass,1980,10.1086/296072,https://doi.org/10.1086/296072,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1086/296072,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0071,"Estimating Variance from High, Low and Closing Prices",L. C. G. Rogers; Stephen E. Satchell,1991,10.1214/aoap/1177005835,https://doi.org/10.1214/aoap/1177005835,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1214/aoap/1177005835,2026-08-03,doi: 10.1016/0304-405X(91)90058-P -> 10.1214/aoap/1177005835 | direct_url: https://doi.org/10.1016/0304-405X(91)90058-P -> https://doi.org/10.1214/aoap/1177005835 | Corrected to the Annals of Applied Probability article DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0072,"Drift-Independent Volatility Estimation Based on High, Low, Open, and Close Prices",Dennis Yang; Qiang Zhang,2000,10.1086/209650,https://doi.org/10.1086/209650,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1086/209650,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0073,Delta-Hedged Gains and the Negative Market Volatility Risk Premium,Gurdip Bakshi; Nikunj Kapadia,2003,10.1093/rfs/hhg002,https://doi.org/10.1093/rfs/hhg002,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhg002,2026-08-03,Corrected the Review of Financial Studies DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0074,Variance Risk Premiums,Peter Carr; Liuren Wu,2009,10.1093/rfs/hhn038,https://doi.org/10.1093/rfs/hhn038,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhn038,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0075,The Jump-Risk Premia Implicit in Options: Evidence from an Integrated Time-Series Study,Jun Pan,2002,10.1016/S0304-405X(01)00088-5,https://doi.org/10.1016/S0304-405X(01)00088-5,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/S0304-405X(01)00088-5,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0076,"Crashes, Volatility, and the Equity Premium: Lessons from S&P 500 Options",Pedro Santa-Clara; Shu Yan,2010,10.1162/rest.2010.11549,https://doi.org/10.1162/rest.2010.11549,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1162/rest.2010.11549,2026-08-03,Corrected the Review of Economics and Statistics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0077,Option Volume and Stock Prices: Evidence on Where Informed Traders Trade,David Easley; Maureen O'Hara; P. S. Srinivas,1998,10.1111/0022-1082.194060,https://doi.org/10.1111/0022-1082.194060,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/0022-1082.194060,2026-08-03,doi: 10.1111/0022-1082.00026 -> 10.1111/0022-1082.194060 | direct_url: https://doi.org/10.1111/0022-1082.00026 -> https://doi.org/10.1111/0022-1082.194060 | Corrected the Wiley/Journal of Finance article identifier.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0078,The Information in Option Volume for Future Stock Prices,Jun Pan; Allen M. Poteshman,2006,10.1093/rfs/hhj024,https://doi.org/10.1093/rfs/hhj024,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhj024,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0079,Deviations from Put-Call Parity and Stock Return Predictability,Martijn Cremers; David Weinbaum,2010,10.1017/S002210901000013X,https://doi.org/10.1017/S002210901000013X,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1017/S002210901000013X,2026-08-03,doi: 10.1017/S002210901000060X -> 10.1017/S002210901000013X | direct_url: https://doi.org/10.1017/S002210901000060X -> https://doi.org/10.1017/S002210901000013X | Corrected the JFQA DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0080,What Does the Individual Option Volatility Smirk Tell Us about Future Equity Returns?,Yuhang Xing; Xiaoyan Zhang; Rui Zhao,2010,10.1017/S0022109010000220,https://doi.org/10.1017/S0022109010000220,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1017/S0022109010000220,2026-08-03,doi: 10.1017/S0022109010000222 -> 10.1017/S0022109010000220 | direct_url: https://doi.org/10.1017/S0022109010000222 -> https://doi.org/10.1017/S0022109010000220 | Corrected the JFQA DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0081,Volatility Spreads and Expected Stock Returns,Turan G. Bali; Armen Hovakimian,2009,10.1287/mnsc.1090.1063,https://doi.org/10.1287/mnsc.1090.1063,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1287/mnsc.1090.1063,2026-08-03,Confirmed/corrected the Management Science DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0082,Cross-Section of Option Returns and Volatility,Amit Goyal; Alessio Saretto,2009,10.1016/j.jfineco.2009.01.001,https://doi.org/10.1016/j.jfineco.2009.01.001,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2009.01.001,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0083,The Option to Stock Volume Ratio and Future Returns,Travis L. Johnson; Eric C. So,2012,10.1016/j.jfineco.2012.05.008,https://doi.org/10.1016/j.jfineco.2012.05.008,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2012.05.008,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0084,Investor Sentiment and Option Prices,Bing Han,2008,10.1093/rfs/hhm071,https://doi.org/10.1093/rfs/hhm071,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhm071,2026-08-03,Confirmed the Review of Financial Studies DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0085,The Price of Correlation Risk: Evidence from Equity Options,Joost Driessen; Pascal J. Maenhout; Grigory Vilkov,2009,10.1111/j.1540-6261.2009.01467.x,https://doi.org/10.1111/j.1540-6261.2009.01467.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2009.01467.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0086,Average Correlation and Stock Market Returns,Joshua M. Pollet; Mungo Wilson,2010,10.1016/j.jfineco.2010.02.011,https://doi.org/10.1016/j.jfineco.2010.02.011,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2010.02.011,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0087,Downside Risk,Andrew Ang; Joseph Chen; Yuhang Xing,2006,10.1093/rfs/hhj035,https://doi.org/10.1093/rfs/hhj035,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhj035,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0088,Market Skewness Risk and the Cross Section of Stock Returns,Bo-Young Chang; Peter Christoffersen; Kris Jacobs,2013,10.1016/j.jfineco.2012.07.002,https://doi.org/10.1016/j.jfineco.2012.07.002,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2012.07.002,2026-08-03,Corrected/confirmed the Journal of Financial Economics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0089,Stock Return Predictability and Variance Risk Premia: Statistical Inference and International Evidence,Tim Bollerslev; James Marrone; Lai Xu; Hao Zhou,2014,10.1017/S0022109014000453,https://doi.org/10.1017/S0022109014000453,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1017/S0022109014000453,2026-08-03,Corrected/confirmed the JFQA DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0090,What Is the Expected Return on the Market?,Ian Martin,2017,10.1093/qje/qjw034,https://doi.org/10.1093/qje/qjw034,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/qje/qjw034,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0091,What Is the Expected Return on a Stock?,Ian Martin; Christian Wagner,2019,10.1111/jofi.12778,https://doi.org/10.1111/jofi.12778,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/jofi.12778,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0092,Variance Risk-Premium Dynamics: The Role of Jumps,Viktor Todorov,2010,10.1093/rfs/hhp035,https://doi.org/10.1093/rfs/hhp035,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhp035,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0093,Dynamic Estimation of Volatility Risk Premia and Investor Risk Aversion from Option-Implied and Realized Volatilities,Tim Bollerslev; Michael Gibson; Hao Zhou,2011,10.1016/j.jeconom.2010.03.033,https://doi.org/10.1016/j.jeconom.2010.03.033,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jeconom.2010.03.033,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0094,Stock Returns and Volatility: Pricing the Short-Run and Long-Run Components of Market Risk,Tobias Adrian; Joshua Rosenberg,2008,10.1111/j.1540-6261.2008.01419.x,https://doi.org/10.1111/j.1540-6261.2008.01419.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2008.01419.x,2026-08-03,Corrected/confirmed the Journal of Finance DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0095,"Stock Returns, Implied Volatility Innovations, and the Asymmetric Volatility Phenomenon",Patrick Dennis; Stewart Mayhew; Chris Stivers,2006,10.1017/S0022109000002118,https://doi.org/10.1017/S0022109000002118,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1017/S0022109000002118,2026-08-03,Corrected/confirmed the JFQA DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0096,The Model-Free Implied Volatility and Its Information Content,George J. Jiang; Yisong S. Tian,2005,10.1093/rfs/hhi027,https://doi.org/10.1093/rfs/hhi027,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhi027,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0097,"Option Prices, Implied Price Processes, and Stochastic Volatility",Mark Britten-Jones; Anthony Neuberger,2000,10.1111/0022-1082.00228,https://doi.org/10.1111/0022-1082.00228,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/0022-1082.00228,2026-08-03,Corrected/confirmed the Journal of Finance DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0098,Does Net Buying Pressure Affect the Shape of Implied Volatility Functions?,Nicolas P. B. Bollen; Robert E. Whaley,2004,10.1111/j.1540-6261.2004.00647.x,https://doi.org/10.1111/j.1540-6261.2004.00647.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2004.00647.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0099,The Cross-Section of Volatility and Expected Returns,Andrew Ang; Robert J. Hodrick; Yuhang Xing; Xiaoyan Zhang,2006,10.1111/j.1540-6261.2006.00836.x,https://doi.org/10.1111/j.1540-6261.2006.00836.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2006.00836.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0100,Maxing Out: Stocks as Lotteries and the Cross-Section of Expected Returns,Turan G. Bali; Nusret Cakici; Robert F. Whitelaw,2011,10.1016/j.jfineco.2010.08.014,https://doi.org/10.1016/j.jfineco.2010.08.014,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2010.08.014,2026-08-03,Corrected/confirmed the Journal of Financial Economics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0101,Asset Returns and Inflation,Eugene F. Fama; G. William Schwert,1977,10.1016/0304-405X(77)90014-9,https://doi.org/10.1016/0304-405X(77)90014-9,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/0304-405X(77)90014-9,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0102,The Fiscal and Monetary Linkage Between Stock Returns and Inflation,Robert Geske; Richard Roll,1983,10.1111/j.1540-6261.1983.tb03623.x,https://doi.org/10.1111/j.1540-6261.1983.tb03623.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.1983.tb03623.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0103,Economic Forces and the Stock Market,Nai-Fu Chen; Richard Roll; Stephen A. Ross,1986,10.1086/296344,https://doi.org/10.1086/296344,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1086/296344,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0104,Predicting Returns in the Stock and Bond Markets,Donald B. Keim; Robert F. Stambaugh,1986,10.1016/0304-405X(86)90070-X,https://doi.org/10.1016/0304-405X(86)90070-X,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/0304-405X(86)90070-X,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0105,Stock Returns and the Term Structure,John Y. Campbell,1987,10.1016/0304-405X(87)90045-6,https://doi.org/10.1016/0304-405X(87)90045-6,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/0304-405X(87)90045-6,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0106,Business Conditions and Expected Returns on Stocks and Bonds,Eugene F. Fama; Kenneth R. French,1989,10.1016/0304-405X(89)90095-0,https://doi.org/10.1016/0304-405X(89)90095-0,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/0304-405X(89)90095-0,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0107,The Dividend-Price Ratio and Expectations of Future Dividends and Discount Factors,John Y. Campbell; Robert J. Shiller,1988,10.1093/rfs/1.3.195,https://doi.org/10.1093/rfs/1.3.195,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/1.3.195,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0108,"Stock Prices, Earnings, and Expected Dividends",John Y. Campbell; Robert J. Shiller,1988,10.1111/j.1540-6261.1988.tb04598.x,https://doi.org/10.1111/j.1540-6261.1988.tb04598.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.1988.tb04598.x,2026-08-03,Corrected/confirmed the Journal of Finance DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0109,Valuation Ratios and the Long-Run Stock Market Outlook,John Y. Campbell; Robert J. Shiller,1998,10.3905/jpm.1998.409648,https://doi.org/10.3905/jpm.1998.409648,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.3905/jpm.1998.409648,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0110,The Real Term Structure and Consumption Growth,Campbell R. Harvey,1988,10.1016/0304-405X(88)90073-6,https://doi.org/10.1016/0304-405X(88)90073-6,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/0304-405X(88)90073-6,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0111,Forecasts of Economic Growth from the Bond and Stock Markets,Campbell R. Harvey,1989,10.2469/faj.v45.n5.38,https://doi.org/10.2469/faj.v45.n5.38,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.2469/faj.v45.n5.38,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0112,The Term Structure as a Predictor of Real Economic Activity,Arturo Estrella; Gikas A. Hardouvelis,1991,10.1111/j.1540-6261.1991.tb02674.x,https://doi.org/10.1111/j.1540-6261.1991.tb02674.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.1991.tb02674.x,2026-08-03,doi: 10.1111/j.1540-6261.1991.tb03718.x -> 10.1111/j.1540-6261.1991.tb02674.x | direct_url: https://doi.org/10.1111/j.1540-6261.1991.tb03718.x -> https://doi.org/10.1111/j.1540-6261.1991.tb02674.x | Corrected the Journal of Finance DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0113,Predicting U.S. Recessions: Financial Variables as Leading Indicators,Arturo Estrella; Frederic S. Mishkin,1998,10.1162/003465398557320,https://doi.org/10.1162/003465398557320,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1162/003465398557320,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0114,"Consumption, Aggregate Wealth, and Expected Stock Returns",Martin Lettau; Sydney Ludvigson,2001,10.1111/0022-1082.00347,https://doi.org/10.1111/0022-1082.00347,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/0022-1082.00347,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0115,A Comprehensive Look at the Empirical Performance of Equity Premium Prediction,Amit Goyal; Ivo Welch,2008,10.1093/rfs/hhm014,https://doi.org/10.1093/rfs/hhm014,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhm014,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0116,Predicting Excess Stock Returns Out of Sample: Can Anything Beat the Historical Average?,John Y. Campbell; Samuel B. Thompson,2008,10.1093/rfs/hhm055,https://doi.org/10.1093/rfs/hhm055,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhm055,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0117,Out-of-Sample Equity Premium Prediction: Combination Forecasts and Links to the Real Economy,David E. Rapach; Jack K. Strauss; Guofu Zhou,2010,10.1093/rfs/hhp063,https://doi.org/10.1093/rfs/hhp063,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhp063,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0118,Forecasting Stock Market Returns: The Sum of the Parts Is More than the Whole,Miguel A. Ferreira; Pedro Santa-Clara,2011,10.1016/j.jfineco.2011.02.003,https://doi.org/10.1016/j.jfineco.2011.02.003,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2011.02.003,2026-08-03,Corrected the Journal of Financial Economics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0119,Market Expectations in the Cross-Section of Present Values,Bryan Kelly; Seth Pruitt,2013,10.1111/jofi.12060,https://doi.org/10.1111/jofi.12060,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/jofi.12060,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0120,The Three-Pass Regression Filter: A New Approach to Forecasting Using Many Predictors,Bryan Kelly; Seth Pruitt,2015,10.1016/j.jeconom.2015.02.011,https://doi.org/10.1016/j.jeconom.2015.02.011,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jeconom.2015.02.011,2026-08-03,doi: 10.1016/j.jeconom.2015.03.011 -> 10.1016/j.jeconom.2015.02.011 | direct_url: https://doi.org/10.1016/j.jeconom.2015.03.011 -> https://doi.org/10.1016/j.jeconom.2015.02.011 | Corrected the Journal of Econometrics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0121,Forecasting Stock Returns under Economic Constraints,Davide Pettenuzzo; Allan Timmermann; Rossen Valkanov,2014,10.1016/j.jfineco.2014.07.015,https://doi.org/10.1016/j.jfineco.2014.07.015,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2014.07.015,2026-08-03,Corrected the Journal of Financial Economics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0122,Investor Sentiment Aligned: A Powerful Predictor of Stock Returns,Dashan Huang; Fuwei Jiang; Jun Tu; Guofu Zhou,2015,10.1093/rfs/hhu080,https://doi.org/10.1093/rfs/hhu080,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhu080,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0123,Cross-Sectional Forecasts of the Equity Premium,Christopher Polk; Samuel Thompson; Tuomo Vuolteenaho,2006,10.1016/j.jfineco.2005.03.013,https://doi.org/10.1016/j.jfineco.2005.03.013,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2005.03.013,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0124,Reconciling the Return Predictability Evidence,Martin Lettau; Stijn Van Nieuwerburgh,2008,10.1093/rfs/hhm074,https://doi.org/10.1093/rfs/hhm074,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhm074,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0125,Predictive Regressions: A Present-Value Approach,Jules H. van Binsbergen; Ralph S. J. Koijen,2010,10.1111/j.1540-6261.2010.01575.x,https://doi.org/10.1111/j.1540-6261.2010.01575.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2010.01575.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0126,The Dog That Did Not Bark: A Defense of Return Predictability,John H. Cochrane,2008,10.1093/rfs/hhm046,https://doi.org/10.1093/rfs/hhm046,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhm046,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0127,Stock Returns and Inflation: A Long-Horizon Perspective,Jacob Boudoukh; Matthew Richardson,1993,10.1257/aer.83.5.1346,https://doi.org/10.1257/aer.83.5.1346,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1257/aer.83.5.1346,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0128,Inflation Illusion and Stock Prices,John Y. Campbell; Tuomo Vuolteenaho,2004,10.1257/0002828041301533,https://doi.org/10.1257/0002828041301533,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1257/0002828041301533,2026-08-03,doi: 10.1257/0002828043052290 -> 10.1257/0002828041301533 | direct_url: https://doi.org/10.1257/0002828043052290 -> https://doi.org/10.1257/0002828041301533 | Corrected the American Economic Review DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0129,On Stock Market Returns and Monetary Policy,Willem Thorbecke,1997,10.1111/j.1540-6261.1997.tb04816.x,https://doi.org/10.1111/j.1540-6261.1997.tb04816.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.1997.tb04816.x,2026-08-03,doi: 10.1111/j.1540-6261.1997.tb02711.x -> 10.1111/j.1540-6261.1997.tb04816.x | direct_url: https://doi.org/10.1111/j.1540-6261.1997.tb02711.x -> https://doi.org/10.1111/j.1540-6261.1997.tb04816.x | Corrected the Journal of Finance DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
