signature_hash,distinct_strategy_signature,rows,exact_rows,template_rows,primary_family,asset_bucket,signal_bucket,action_bucket,frequency_bucket,parameter_bucket,example_study_id,example_idea_id,example_title
51ae93b548cf0303,inflation|equity_index|macro_inflation|forecast_rank_template|monthly|6y|6y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,monthly,6y|6y,W3048436474,lit_w3048436474_inflation,Determinant of Stock Returns with Inflation as a Moderating Variable
35e63a2cfa17d915,inflation|equity_index|macro_inflation|forecast_rank_template|monthly|7y|7y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,monthly,7y|7y,W3122452294,lit_w3122452294_inflation,Arbitrage Price Theory (APT) and Karachi Stock Exchange (KSE)
18ba97fa65ed56f4,inflation|equity_index|macro_inflation|forecast_rank_template|monthly|9m|9m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,monthly,9m|9m,W3121142068,lit_w3121142068_inflation,"Asset prices, financial and monetary stability: exploring the nexus"
3a154a7ed1785ff8,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|03y|03y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,03y|03y,W7134966188,lit_w7134966188_inflation,The Dynamics of Financial Sector Development and FDI Inflow in Nigeria: An Empirical Analysis
c3ad51f372fd839a,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|10y|10y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,10y|10y,W2172209944,lit_w2172209944_inflation,Inflation as a Redistribution Shock: Effects on Aggregates and Welfare
90a153ae64aa85d5,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|12m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,12m,W3123183009,lit_w3123183009_inflation,Navigating the Trilemma: Capital Flows and Monetary Policy in China
75ebadbc4baee900,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|150y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,150y,W4410503743,lit_w4410503743_inflation,"The transformative impact of GDP, inflation, unemployment, FDI, and trade balance on Southeast Asia's economy"
ca046a956a4cae52,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|15y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,15y,W4404448388,lit_w4404448388_inflation,Macroeconomic Prospects of the Philippines in 2024–2025: Toward Upper Middle-Income Status
a3f3094591d68d3d,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|15y|15y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,15y|15y,W7161599456,lit_w7161599456_inflation,"Financial Development, Globalization, and Economic Growth in The Next-11 Countries: Evidence from a Panel ARDL Model"
0268d84d7d5d9cbe,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|18m|18m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,18m|18m,W2111225587,lit_w2111225587_inflation,The Evolution of Monetary Policy: From Money Targets to Inflation Targets
295b4da4f1f682d5,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|20y|20y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,20y|20y,W3125039828,lit_w3125039828_inflation,Procyclicality in the financial system: do we need a new macrofinancial stabilisation framework?
6452509b96b8d620,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|24m|24m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,24m|24m,W4396864379,lit_w4396864379_inflation,Macroeconomic Currency Crisis Early Warning Indicators in Emerging Countries
70d4f70e9539a8a1,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|25y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,25y,W7140345730,lit_w7140345730_inflation,Risk Capacity and Optimal Monetary Policy
62dccae5184cf635,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|28y|4y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,28y|4y,W2118452932,lit_w2118452932_inflation,Real and monetary policy convergence: EMU crisis to the CFA zone
1c901cfa4b610009,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|30y|30y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,30y|30y,W4407835953,lit_w4407835953_inflation,Taxing capital gains
96bd5faaf1d84678,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|50y|50y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,50y|50y,W7156303117,lit_w7156303117_inflation,"Finance, asset prices, and the business cycle: evidence on the reliability of real-time output gap estimates"
b27ae8485b528268,inflation|equity_index|macro_inflation|forecast_rank_template|quarterly|6m|6m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,quarterly,6m|6m,W2611688485,lit_w2611688485_inflation,Fiscal policy shocks and stock prices in the United States
4d679143113c0717,inflation|equity_index|macro_inflation|forecast_rank_template|weekly|100y|100y,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,weekly,100y|100y,W4412862602,lit_w4412862602_inflation,"""Muddling Through or Tunnelling Through?” UK Monetary and Fiscal Exceptionalism and the Great Inflation"
351864693deb695f,inflation|equity_index|macro_inflation|forecast_rank_template|weekly|12m|12m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,weekly,12m|12m,W3122237046,lit_w3122237046_inflation,Survey Measurement of Probabilistic Macroeconomic Expectations: Progress and Promise
73a2eade2327ba82,inflation|equity_index|macro_inflation|forecast_rank_template|weekly|14w|3m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,weekly,14w|3m,W4414742698,lit_w4414742698_inflation,A Korean Macroeconomic Database for Data-Rich Policy Analysis and U.S.--Korea Dependence
bfabf045c99e6bbd,inflation|equity_index|macro_inflation|forecast_rank_template|weekly|18m|18m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,weekly,18m|18m,W4415286349,lit_w4415286349_inflation,A Narrative Account of the Great Inflation in the UK 1961-1997
80c01b29b1c0430b,inflation|equity_index|macro_inflation|forecast_rank_template|weekly|6m|6m,1,1,0,inflation,equity_index,macro_inflation,forecast_rank_template,weekly,6m|6m,W1491383244,lit_w1491383244_inflation,The Changing Cyclical Variability of Economic Activity in the United States
027118609830f01f,inflation|equity_index|macro_inflation|hedge_safe_haven|annual|15y|15y,1,0,1,inflation,equity_index,macro_inflation,hedge_safe_haven,annual,15y|15y,W3024486242,lit_w3024486242_inflation,Aggregate Price Shocks and Financial Instability: An Historical Analysis
4a9612e31b789dff,inflation|equity_index|macro_inflation|hedge_safe_haven|annual|no_explicit_lookback,1,0,1,inflation,equity_index,macro_inflation,hedge_safe_haven,annual,no_explicit_lookback,W7154697069,lit_w7154697069_inflation,An Application of Artificial Intelligence for Fundamental Analysis of Stock Selection During Inflationary Phases in the Indian Economy
d101e88c13341182,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|10d|50y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,10d|50y,W4412870601,lit_w4412870601_inflation,"Investors Perception towards Gold ETFS, Gold Bond, Gold Deposits, and Physical Gold in Tamilnadu"
aa62d5fda03803d0,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|20y|20y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,20y|20y,W1566325108,lit_w1566325108_inflation,"Risk, Inflation, and the Stock Market"
49f01aa74b111926,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|24m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,24m,W2563491021,lit_w2563491021_inflation,Macroeconomic Determinants of Liquidity of the Bond Market in Africa: Case Study of South Africa
1ea179739288c577,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|30y|10y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,30y|10y,W4402951494,lit_w4402951494_inflation,"Diversification Effect of Gold as an Asset Class in Foreign Exchange Reserve Portfolio, Evidence from Sri Lanka"
354e18af44fb0993,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|36m|36m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,36m|36m,W4415387502,lit_w4415387502_inflation,Gold in the modern portfolio: Theoretical dimensions and empirical evidence from women investors
096bc8256e5bbb5a,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|3y|3y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,3y|3y,W1886381691,lit_w1886381691_inflation,"Stock Prices, Inflation and Stock Returns Predictability"
e197c33097b93e56,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|5d|5d,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,5d|5d,W3121414211,lit_w3121414211_inflation,Distilling the Macroeconomic News Flow
eca2d77c4508ccdf,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|5y|10y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,5y|10y,W4411795770,lit_w4411795770_inflation,Uncertainty through the Production Network: Sectoral Origins and Macroeconomic Implications
9f530993757179a9,inflation|equity_index|macro_inflation|hedge_safe_haven|daily|no_explicit_lookback,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,daily,no_explicit_lookback,W4394823510,lit_w4394823510_inflation,An Analytical Study on Gold Prices and its Impact on Stock Market
8dc9ba3f2b4d7486,inflation|equity_index|macro_inflation|hedge_safe_haven|intraday|12m|12m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,intraday,12m|12m,W4414880531,lit_w4414880531_inflation,Financial and Macroeconomic Impacts on Real Estate Prices of Turkiye: 2013 to 2023
12aefc6f2571d65d,inflation|equity_index|macro_inflation|hedge_safe_haven|intraday|30d|30d,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,intraday,30d|30d,W4412724212,lit_w4412724212_inflation,Robust Macroeconomic Determinants of Domestic Spot Gold Return in Türkiye
c1e12ea2366e462e,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|100y|100y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,100y|100y,W2995678613,lit_w2995678613_inflation,The Golden Dilemma
14a80639785b86eb,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|10y|10y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,10y|10y,W2125400847,lit_w2125400847_inflation,"Stocks, bonds, T-bills and inflation hedging: From great moderation to great recession"
2cb06fb2cdd7940a,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|13m|13m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,13m|13m,W2142896728,lit_w2142896728_inflation,The Determinants of US Stock Market Returns
e192eaa7fb98039d,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|13y|13y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,13y|13y,W4311260030,lit_w4311260030_inflation,Dependence of Housing Real Estate Prices on Inflation as One of the Most Important Factors: Poland’s Case
9d067bd720befc91,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|187m|187m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,187m|187m,W7134952223,lit_w7134952223_inflation,Risk-adjusted performance of equity and gold in India using Fama-French Three-Factor Model
0f614210c7c379c6,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|20y|20y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,20y|20y,W4393041734,lit_w4393041734_inflation,Empirical Evidence on the Stock–Bond Correlation
215ba03a12851663,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|25y|99y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,25y|99y,W1963370357,lit_w1963370357_inflation,Infrastructure as an asset class
cdcfc5f3d097f718,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|28y|28y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,28y|28y,W216092433,lit_w216092433_inflation,An Analysis of the Relationship between Inflation and Gold Prices: Evidence from Pakistan
6bb1ea742722a98f,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|2y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,2y,W4387670918,lit_w4387670918_inflation,Listed Real Estate as an Inflation Hedge Across Regimes
6fe30d124722ca5d,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|2y|2y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,2y|2y,W4413228291,lit_w4413228291_inflation,"Vector Autoregression Analysis Of Gold, Exchange Rate And Stock Market Linkages"
54217f5e657d19b7,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|39y|39y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,39y|39y,W4383266879,lit_w4383266879_inflation,"HEDGING ABILITIES of STOCKS, GOLD, and REAL ESTATE FUNDS AGAINST INFLATION DURING COVID-19: EVIDENCE FROM TÜRKİYE"
32ee925f002aa504,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|60y|60y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,60y|60y,W4401819175,lit_w4401819175_inflation,Forecasting risk and return of listed real estate:
252458b37389b93f,inflation|equity_index|macro_inflation|hedge_safe_haven|monthly|70y,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,monthly,70y,W1755473343,lit_w1755473343_inflation,Dominant Capital and the New Wars
1841d15bc2a3323b,inflation|equity_index|macro_inflation|hedge_safe_haven|quarterly|8m|8m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,quarterly,8m|8m,W2460440944,lit_w2460440944_inflation,Infrastructure Investments - Empirical Evidence on an Emerging Asset Class
b0ff7b32ebb6dbea,inflation|equity_index|macro_inflation|hedge_safe_haven|unspecified|no_explicit_lookback,1,0,1,inflation,equity_index,macro_inflation,hedge_safe_haven,unspecified,no_explicit_lookback,W7133149490,lit_w7133149490_inflation,Determinants of Gold Purchase Behaviour Among Rural Investors
996a546297164ea3,inflation|equity_index|macro_inflation|hedge_safe_haven|weekly|12m|12m,1,1,0,inflation,equity_index,macro_inflation,hedge_safe_haven,weekly,12m|12m,W4388667416,lit_w4388667416_inflation,Financial Efficiency and Investor Behavior on the European Real Estate Market in the Rising Inflation Environment
e2bd7151180a5ed8,inflation|equity_index|macro_inflation|long_short_cross_section|annual|12m|12m,1,0,1,inflation,equity_index,macro_inflation,long_short_cross_section,annual,12m|12m,W2918109823,lit_w2918109823_inflation,Changes in U.S. Family Finances from 2004 to 2007: Evidence from the Survey of Consumer Finances
07a25528b55695ba,inflation|equity_index|macro_inflation|long_short_cross_section|annual|44y|44y,1,0,1,inflation,equity_index,macro_inflation,long_short_cross_section,annual,44y|44y,W1549162356,lit_w1549162356_inflation,Changes in U.S. Family Finances from 2007 to 2010: Evidence from the Survey of Consumer Finances
7d629c922105bf06,inflation|equity_index|macro_inflation|long_short_cross_section|daily|10y|10y,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,daily,10y|10y,W2607410355,lit_w2607410355_inflation,NAV inflation and impact on performance in China
c431514fb19a0ccd,inflation|equity_index|macro_inflation|long_short_cross_section|daily|30y|30y,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,daily,30y|30y,W2113491829,lit_w2113491829_inflation,Why Does the Treasury Issue Tips? The Tips-Treasury Bond Puzzle
e78782c28bff3679,inflation|equity_index|macro_inflation|long_short_cross_section|daily|35y|35y,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,daily,35y|35y,W7110614498,lit_w7110614498_inflation,Türkiye’nin ekonomik dinamiklerinin TICC algoritmasi ile analizi: krizler ve politika rejimleri
cc0c106b5ded6793,inflation|equity_index|macro_inflation|long_short_cross_section|daily|36m|36m,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,daily,36m|36m,W4407091989,lit_w4407091989_inflation,Monetary Policy Predicts Currency Movements
bacadc74aa5b2519,inflation|equity_index|macro_inflation|long_short_cross_section|intraday|16y|16y,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,intraday,16y|16y,W4205780130,lit_w4205780130_inflation,Trading using Hidden Markov Models during COVID-19 turbulences
ef2405fc329efaa6,inflation|equity_index|macro_inflation|long_short_cross_section|intraday|4y|4y,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,intraday,4y|4y,W2997860468,lit_w2997860468_inflation,ANN based method for improving gold price forecasting accuracy through modified gradient descent methods
3cc044c454aefc93,inflation|equity_index|macro_inflation|long_short_cross_section|intraday|6y|6y,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,intraday,6y|6y,W7162605306,lit_w7162605306_inflation,When Alpha Disappears: A One-Switch Benchmark for Decision-Time Leakage in Financial Backtests
3e52b72fef0704e7,inflation|equity_index|macro_inflation|long_short_cross_section|monthly|119m|119m,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,monthly,119m|119m,W1484765746,lit_w1484765746_inflation,Inflation Tracking Portfolios
f4bbc1a0053ee9f3,inflation|equity_index|macro_inflation|long_short_cross_section|monthly|12m,1,1,0,inflation,equity_index,macro_inflation,long_short_cross_section,monthly,12m,W3093597247,lit_w3093597247_inflation,Changes in U.S. Family Finances from 2016 to 2019: Evidence from the Survey of Consumer Finances
887fa60aacbc1c19,inflation|equity_index|macro_inflation|long_short_cross_section|unspecified|no_explicit_lookback,1,0,1,inflation,equity_index,macro_inflation,long_short_cross_section,unspecified,no_explicit_lookback,W7160873247,lit_w7160873247_inflation,INITIAL PUBLIC OFFERS (IPOS): A DETAILED THEORETICAL &amp; CRITICAL REVIEW OF LITERATURE
a33d67befa2ad697,inflation|equity_index|macro_inflation|market_timing|annual|19y|19y,1,0,1,inflation,equity_index,macro_inflation,market_timing,annual,19y|19y,W1588673013,lit_w1588673013_inflation,"European Pharmaceutical Price Regulation, Firm Profitability, and R&amp;D Spending"
25166aae02005377,inflation|equity_index|macro_inflation|market_timing|annual|8y|8y,1,0,1,inflation,equity_index,macro_inflation,market_timing,annual,8y|8y,W7128542052,lit_w7128542052_inflation,Risk Analysis of Elderly Care Investment Based on the Background of Population Aging in China
9eda960da3734d08,inflation|equity_index|macro_inflation|market_timing|annual|no_explicit_lookback,1,0,1,inflation,equity_index,macro_inflation,market_timing,annual,no_explicit_lookback,W4415768085,lit_w4415768085_inflation,The impact of global geopolitical risk on Afghanistan's economic condition: Evidence from wavelet quantile regression
b33aeb4e6b0d9e1e,inflation|equity_index|macro_inflation|market_timing|daily|10m|10m,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,10m|10m,W4389989989,lit_w4389989989_inflation,Monetary Tightening and Financial Stress during Supply- versus Demand-Driven Inflation
7c28a30a02d67600,inflation|equity_index|macro_inflation|market_timing|daily|10y|10y,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,10y|10y,W4388647952,lit_w4388647952_inflation,When do Treasuries Earn the Convenience Yield? — A Hedging Perspective
f96f320e5410c659,inflation|equity_index|macro_inflation|market_timing|daily|10y|3y,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,10y|3y,W2115237922,lit_w2115237922_inflation,Understanding Inflation-Indexed Bond Markets
54cbe3e74e58912a,inflation|equity_index|macro_inflation|market_timing|daily|110y|110y,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,110y|110y,W2152073018,lit_w2152073018_inflation,"Changing Times, Changing Values: A Historical Analysis of Sectors within the US Stock Market 1872-2013"
4befb83da3b83646,inflation|equity_index|macro_inflation|market_timing|daily|1y|1y,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,1y|1y,W4289598403,lit_w4289598403_inflation,Signature-based validation of real-world economic scenarios
920e39e33ea8d4e4,inflation|equity_index|macro_inflation|market_timing|daily|20d,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,20d,W7111971846,lit_w7111971846_inflation,Model ortalaması ve tahmin üzerine analizler
9ea1f6682c70be33,inflation|equity_index|macro_inflation|market_timing|daily|28y,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,28y,W4236133890,lit_w4236133890_inflation,Household Finance
a9e4ac8aebf7f32f,inflation|equity_index|macro_inflation|market_timing|daily|5y|5y,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,5y|5y,W7112223952,lit_w7112223952_inflation,Assessing the Performance of Pension Funds Using Trend Risk
965b963fb3cf11b5,inflation|equity_index|macro_inflation|market_timing|daily|90d,1,1,0,inflation,equity_index,macro_inflation,market_timing,daily,90d,W4402122355,lit_w4402122355_inflation,Inflation and Treasury Convenience
a472746500db7f98,inflation|equity_index|macro_inflation|market_timing|intraday|1y|1y,1,1,0,inflation,equity_index,macro_inflation,market_timing,intraday,1y|1y,W4400708834,lit_w4400708834_inflation,Electricity and natural gas dominate energy consumption in industry
f555ec5cccb2e042,inflation|equity_index|macro_inflation|market_timing|intraday|3d|3d,1,1,0,inflation,equity_index,macro_inflation,market_timing,intraday,3d|3d,W2765806942,lit_w2765806942_inflation,"Relationship Among Political Instability, Stock Market Returns and Stock Market Volatility"
0fd93cddcf21f308,inflation|equity_index|macro_inflation|market_timing|monthly|12m|12m,1,1,0,inflation,equity_index,macro_inflation,market_timing,monthly,12m|12m,W4409177540,lit_w4409177540_inflation,Inflation and the Carbon Premium
0d0c4b7d08370ea3,inflation|equity_index|macro_inflation|market_timing|monthly|1y|9y,1,1,0,inflation,equity_index,macro_inflation,market_timing,monthly,1y|9y,W7140218395,lit_w7140218395_inflation,"Corporate Governance, Investment Strategy, Macroeconomic Factors and Financial Performance of Pension Schemes in Kenya: An Empirical Analysis"
91dd34c351b6f5b8,inflation|equity_index|macro_inflation|market_timing|monthly|35y|35y,1,1,0,inflation,equity_index,macro_inflation,market_timing,monthly,35y|35y,W4404313724,lit_w4404313724_inflation,Optimal life insurance and annuity decision under money illusion
4f025ec767f000ff,inflation|equity_index|macro_inflation|market_timing|monthly|5y|5y,1,1,0,inflation,equity_index,macro_inflation,market_timing,monthly,5y|5y,W2762772830,lit_w2762772830_inflation,"Property Portfolio Management - Monitoring, Managing and Mitigating Property Market Risk"
a711dfe8a376873e,inflation|equity_index|macro_inflation|market_timing|monthly|no_explicit_lookback,1,1,0,inflation,equity_index,macro_inflation,market_timing,monthly,no_explicit_lookback,W7117930286,lit_w7117930286_inflation,"Economic, Fiscal, and Monetary Policy Uncertainty in Japan: What do They Affect?"
9ea92a77ff52ea40,inflation|equity_index|macro_inflation|market_timing|quarterly|30y|30y,1,1,0,inflation,equity_index,macro_inflation,market_timing,quarterly,30y|30y,W4406237589,lit_w4406237589_inflation,From Waves to Rates: Enhancing Inflation Forecasts Through Combinations of Frequency-domain Models
9ef2377e29b5758d,inflation|equity_index|macro_inflation|market_timing|quarterly|3y,1,1,0,inflation,equity_index,macro_inflation,market_timing,quarterly,3y,W2171220315,lit_w2171220315_inflation,The impacts of risk and competition on bank profitability in China
4368248d24f3cbea,inflation|equity_index|macro_inflation|market_timing|weekly|no_explicit_lookback,1,1,0,inflation,equity_index,macro_inflation,market_timing,weekly,no_explicit_lookback,W4407641531,lit_w4407641531_inflation,Optimal Investment and Debt Management Strategies in the Presence of Inflation Risks for a DC Pension Scheme
85fb29b696cf2125,inflation|equity_index|macro_inflation|rotation_allocation|annual|23y|23y,1,0,1,inflation,equity_index,macro_inflation,rotation_allocation,annual,23y|23y,W7148511479,lit_w7148511479_inflation,CORPORATE TAXES AND FOREIGN DIRECT INVESTMENTS IN NIGERIA
4a283d442db68b30,inflation|equity_index|macro_inflation|rotation_allocation|annual|30y|30y,1,0,1,inflation,equity_index,macro_inflation,rotation_allocation,annual,30y|30y,W2116719174,lit_w2116719174_inflation,Should Households Base Asset Decumulation Strategies on Required Minimum Distribution Tables?
24940c715eaa6b9c,inflation|equity_index|macro_inflation|rotation_allocation|annual|35y|35y,1,0,1,inflation,equity_index,macro_inflation,rotation_allocation,annual,35y|35y,W4405475388,lit_w4405475388_inflation,Revisiting the 4% Withdrawal Rule Using Monte Carlo Simulations with Random Market Declines
f94ea6c566c465b0,inflation|equity_index|macro_inflation|rotation_allocation|daily|24m|36m,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,daily,24m|36m,W4412846625,lit_w4412846625_inflation,Analysing investor sentiment and stock market volatility of the JSE size-based indices: a GARCH-MIDAS approach
b9ac4d33ae47f810,inflation|equity_index|macro_inflation|rotation_allocation|daily|34m|8m,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,daily,34m|8m,W2320731928,lit_w2320731928_inflation,Anchoring and pre-existing knowledge in economic and financial settings
374b82d9ffe5b57b,inflation|equity_index|macro_inflation|rotation_allocation|daily|5y|10y,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,daily,5y|10y,W3035822264,lit_w3035822264_inflation,Belief Distortions and Macroeconomic Fluctuations
19b2b31a19a416b8,inflation|equity_index|macro_inflation|rotation_allocation|intraday|30y|30y,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,intraday,30y|30y,W4395450908,lit_w4395450908_inflation,Application and practice of AI technology in quantitative investment
71f1db32ef8c4f1f,inflation|equity_index|macro_inflation|rotation_allocation|monthly|100y|100y,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,monthly,100y|100y,W4407314800,lit_w4407314800_inflation,Show Me the Low Inflation
39ae29b9201d8239,inflation|equity_index|macro_inflation|rotation_allocation|monthly|10y|10y,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,monthly,10y|10y,W4415658280,lit_w4415658280_inflation,Persistence of market conditions in real estate markets
67012c3e642287fc,inflation|equity_index|macro_inflation|rotation_allocation|monthly|12m|12m,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,monthly,12m|12m,W7113570716,lit_w7113570716_inflation,Monetary policy shocks and sectoral heterogeneity in clean energy markets
51a074551ae06d69,inflation|equity_index|macro_inflation|rotation_allocation|monthly|15y|15y,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,monthly,15y|15y,W3029072971,lit_w3029072971_inflation,Unconventional Monetary Policy and Wealth Inequalities in Great Britain*
9f95a90d26f87749,inflation|equity_index|macro_inflation|rotation_allocation|monthly|9m|3m,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,monthly,9m|3m,W7160458219,lit_w7160458219_inflation,Decision-Induced Ranking Explains Prediction Inflation and Excessive Turnover in SPO-Based Portfolio Optimization
c6e2741ba7e26550,inflation|equity_index|macro_inflation|rotation_allocation|monthly|9y|7y,1,1,0,inflation,equity_index,macro_inflation,rotation_allocation,monthly,9y|7y,W2021998690,lit_w2021998690_inflation,Are All Banking Crises Alike? The Japanese Experience in International Comparison
e8bb8555f04dd559,inflation|equity_index|macro_inflation|rotation_allocation|unspecified|16m|16m,1,0,1,inflation,equity_index,macro_inflation,rotation_allocation,unspecified,16m|16m,W7133554287,lit_w7133554287_inflation,Public sentiment and economic uncertainty: an exploratory analysis of Twitter discourse on the anticipated 2023 recession
be2e4d6eeef373ff,inflation|equity_index|macro_inflation|rotation_allocation|unspecified|no_explicit_lookback,1,0,1,inflation,equity_index,macro_inflation,rotation_allocation,unspecified,no_explicit_lookback,W7134039572,lit_w7134039572_inflation,Remarks for the Panel: On the Safe-Haven Status of the Dollar
bc2613cf2b5834a7,inflation|equity_index|momentum_trend|forecast_rank_template|intraday|no_explicit_lookback,1,1,0,inflation,equity_index,momentum_trend,forecast_rank_template,intraday,no_explicit_lookback,W2552863143,lit_w2552863143_inflation,An Overview of FIGARCH and Related Time Series Models
6eb6f2c3c7a24767,inflation|equity_index|momentum_trend|forecast_rank_template|monthly|10y|5y,1,1,0,inflation,equity_index,momentum_trend,forecast_rank_template,monthly,10y|5y,W2051992491,lit_w2051992491_inflation,Stock Market Openings: Experience of Emerging Economies
