asset_type,identity,owner,purpose,product,status,canonical_replacement,retention_class,last_verified_at,decision,sha_or_id
run_family,.github/workflows/swr-path-cppi-expanded-universe-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289275698
workflow,.github/workflows/swr-path-cppi-focused-cv-mdd15-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289385323
run_family,.github/workflows/swr-path-cppi-focused-cv-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289385323
workflow,.github/workflows/swr-path-cppi-focused-mdd15-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289354937
run_family,.github/workflows/swr-path-cppi-focused-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289354937
workflow,.github/workflows/swr-path-cppi-mdd15-trainonly-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289037140
run_family,.github/workflows/swr-path-cppi-mdd15-trainonly-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289037140
workflow,.github/workflows/swr-path-cppi-refined-mdd15-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289232316
run_family,.github/workflows/swr-path-cppi-refined-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289232316
workflow,.github/workflows/swr-regime-timing-mdd15-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289146742
run_family,.github/workflows/swr-regime-timing-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289146742
workflow,.github/workflows/swr-static-smooth-hardstress-mdd15-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289139308
run_family,.github/workflows/swr-static-smooth-hardstress-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289139308
workflow,.github/workflows/swr-static-smooth-mdd15-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289129639
run_family,.github/workflows/swr-static-smooth-mdd15-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,289129639
workflow,.github/workflows/swr-strict-final-gt-initial-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,288427157
run_family,.github/workflows/swr-strict-final-gt-initial-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,288427157
workflow,.github/workflows/swr-tsmom-corr95-360jobs.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,288485964
run_family,.github/workflows/swr-tsmom-corr95-360jobs.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,288485964
workflow,.github/workflows/tests.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,273081042
run_family,.github/workflows/tests.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,273081042
workflow,.github/workflows/tradingview-minervini-indicator-small.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,300217510
run_family,.github/workflows/tradingview-minervini-indicator-small.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,300217510
workflow,.github/workflows/typecheck.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,285545155
run_family,.github/workflows/typecheck.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,285545155
workflow,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-merge-now.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287567028
run_family,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-merge-now.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287567028
workflow,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-no-long-spy-quality-merge-now.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287784397
run_family,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-no-long-spy-quality-merge-now.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287784397
workflow,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-no-long-spy-quality-stop.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287784400
run_family,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-no-long-spy-quality-stop.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287784400
workflow,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-no-long-spy-quality.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287784402
run_family,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-no-long-spy-quality.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287784402
workflow,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-stop.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287567029
run_family,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend-stop.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287567029
workflow,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287567030
run_family,.github/workflows/weekly-spy-dehb-real-500-parallel-1h-momentum-trend.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,287567030
workflow,.github/workflows/wheel.yml,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,273081043
run_family,.github/workflows/wheel.yml,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,273081043
workflow,dynamic/dependabot/update-graph,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,286130268
run_family,dynamic/dependabot/update-graph,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,286130268
workflow,dynamic/github-code-scanning/codeql,github-user:271768688,workflow definition,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,286130260
run_family,dynamic/github-code-scanning/codeql,github-user:271768688,workflow run family,AURORA_RESEARCH,active,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,286130260
artifact,global-technical-buy-indicator-long-hold-fast-strict-v6-results,github-user:271768688,canonical artifact from run 29162930823,GTBI_HISTORICAL_RESEARCH,retained,gtbi_v7_new_reference_v1,canonical_scientific,2026-08-03T05:47:25.644301Z,keep,8251391531
artifact,gtbi-v7-new-reference-historical-results,github-user:271768688,canonical artifact from run 30757436940,GTBI_V7_CANONICAL_SUCCESSOR_1,retained,gtbi-v7-new-reference-historical-results,canonical_scientific,2026-08-03T05:47:25.644301Z,keep,8836528159
artifact,gtbi-v7-new-reference-preservation-30757436940,github-user:271768688,canonical artifact from run 30757436940,GTBI_V7_CANONICAL_SUCCESSOR_1,retained,gtbi-v7-new-reference-preservation-30757436940,canonical_scientific,2026-08-03T05:47:25.644301Z,keep,8836556038
artifact_family,aurora-full-us-daily-pre{n},github-user:271768688,artifact naming family with 4 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-selected-prior-period-results,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-sr-{n}m-overnight-age-sweep-results,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-sr-{n}m-overnight-shard-{n},github-user:271768688,artifact naming family with 239 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-sr-{n}m-overnight-source-data,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-sr-{n}m-shard-{n},github-user:271768688,artifact naming family with 81 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-sr-{n}m-{n}symbols-backtest-results,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,body-wick-sr-{n}m-{n}symbols-source-data,github-user:271768688,artifact naming family with 4 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-all-features-trainonly-data,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-all-features-trainonly-{n}h-data,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-all-features-{n}methods-trainonly-{n}h-max{n}-real{n}-leaderboard,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-all-features-{n}methods-trainonly-{n}h-{n}jobs-leaderboard,github-user:271768688,artifact naming family with 3 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-pf{n}-candidates-with-rules,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-pf{n}-data-store,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-pf{n}-robustness-github-ml-a-{n}-{n},github-user:271768688,artifact naming family with 216 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-pf{n}-robustness-github-ml-b-{n}-{n},github-user:271768688,artifact naming family with 180 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-pf{n}-robustness-non-ml-{n},github-user:271768688,artifact naming family with 120 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-pf{n}-statistical-robustness-results,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-bandit-stage-{n},github-user:271768688,artifact naming family with 24 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-beam-stage-{n},github-user:271768688,artifact naming family with 36 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-dehb_real-stage-{n},github-user:271768688,artifact naming family with 36 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-genetic-stage-{n},github-user:271768688,artifact naming family with 36 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-{n}h-wave-{n}-bandit-stage-{n},github-user:271768688,artifact naming family with 396 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-{n}h-wave-{n}-beam-stage-{n},github-user:271768688,artifact naming family with 396 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-{n}h-wave-{n}-dehb_real-stage-{n},github-user:271768688,artifact naming family with 396 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-{n}h-wave-{n}-genetic-stage-{n},github-user:271768688,artifact naming family with 396 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,btc-{n}m-trainonly-{n}h-wave-{n}-github_ml-stage-{n},github-user:271768688,artifact naming family with 396 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,calmar-gt{n}-pvalue-bootstrap-chunk-{n},github-user:271768688,artifact naming family with 390 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,calmar-gt{n}-pvalue-bootstrap-manifest,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,calmar-gt{n}-pvalue-bootstrap-shared-data,github-user:271768688,artifact naming family with 2 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,free-global-yahoo-daily-data-lake,github-user:271768688,artifact naming family with 5 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,free-global-yahoo-daily-data-lake-audit,github-user:271768688,artifact naming family with 4 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,free-global-yahoo-price-shard-{n},github-user:271768688,artifact naming family with 192 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,free-global-yahoo-universe,github-user:271768688,artifact naming family with 6 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,free-{n}m-equity-universe-yfinance-data,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-contract-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-environment-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-final-stage-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-partial-g{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-pilot-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-plan-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-preflight-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-prepared-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-recovery-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-results,github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-smoke-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-timeline-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-baseline-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-campaign-state-after-recovery-{n}-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-campaign-state-initial-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-campaign-state-merged-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-campaign-state-verified-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-contract-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-environment-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-pilot-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-plan-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-preflight-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-recovery-wave-{n}-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-results,github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-sealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 321 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-smoke-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-timeline-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-unsealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-baseline-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-campaign-state-after-recovery-{n}-{n}-{n},github-user:271768688,artifact naming family with 19 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-campaign-state-initial-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-campaign-state-merged-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-campaign-state-verified-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-contract-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-environment-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-pilot-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-plan-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-preflight-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-recovery-wave-{n}-{n}-{n},github-user:271768688,artifact naming family with 19 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-results,github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-sealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 344 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-smoke-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-timeline-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-unsealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-optimized-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-results,github-user:271768688,artifact naming family with 7 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-benchmark-candidate_sweep-shared-prepared-{n}-{n},github-user:271768688,artifact naming family with 9 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
