task_id,estimated_work_hours,estimated_elapsed_hours,external_lead_time_hours,planning_state,planning_blocker_code_or_null,earliest_start_utc,due_at_utc,schedule_owner_role,required_participant_role_ids,required_participant_actor_ids,participant_availability_manifest_digest,participant_max_concurrent_tasks_by_actor,review_lead_time_hours,provider_or_hiring_lead_time_hours,budget_currency,estimated_cost_entries_by_domain,estimate_basis_digest,approved_at_utc
PREV7-0707,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0708,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0710,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0711,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0712,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0713,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,licence_and_acceptable_use_reviewer,"[""licence_and_acceptable_use_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0714,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0715,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0800,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,workflow_reviewer,"[""workflow_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0801,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0802,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,scientific_reviewer,"[""scientific_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0803,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,workflow_reviewer,"[""workflow_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0804,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0805,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0806,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0807,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0808,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0809,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,licence_and_acceptable_use_reviewer,"[""licence_and_acceptable_use_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0810,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0811,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0812,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0813,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,licence_and_acceptable_use_reviewer,"[""licence_and_acceptable_use_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0814,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0815,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,licence_and_acceptable_use_reviewer,"[""licence_and_acceptable_use_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0816,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_security_reviewer,"[""independent_security_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0901,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0902,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0903,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0904,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0905,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0906,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0907,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0910,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0911,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0912,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0913,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,licence_and_acceptable_use_reviewer,"[""licence_and_acceptable_use_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-0914,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-1001,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-1002,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
PREV7-1003,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,workflow_reviewer,"[""workflow_reviewer""]","[""github-user:271768688""]",sha256:620ca08e0809df789c349dec8b8b88d8cf04699dcdcd20884b5a60ebe3fd350c,"{""github-user:271768688"":1}",,,USD,{},sha256:32d0316c75e73c962bd2be0f4e2f81784c5094dcea59e4f39c5cf6f641e8cbc6,
